ad_id,language_copy,language_audio,agreement_status,is_codeswitch
1000086685840067,Hindi,Hindi,agree,false
1000523962730989,Hindi,Hindi,agree,false
1000814619513542,Hindi,Hindi,agree,false
1000897915789500,Hindi,Hindi,agree,false
1000927905811536,Hindi,Hindi,agree,false
1001176696004682,Hindi,Hindi,agree,false
1001357272270495,Hindi,Hindi,agree,false
1001545505619274,Hindi,Hindi,agree,false
1001556605939706,Hindi,Hindi,agree,false
1003049005798358,Hindi,Hindi,agree,false
1003100012713926,Hindi,Hindi,agree,false
1003514292166877,Gujarati,Gujarati,agree,false
1003576882406545,Hindi,Hindi,agree,false
1004112128872943,Hindi,Hindi,agree,false
1004806355238570,Hindi,Hindi,agree,false
1005257525198925,Hindi,Hindi,agree,false
1006108492360115,Bengali,Bengali,agree,false
1006661035243431,Hindi,Hindi,agree,false
1008058698299539,Hindi,Hindi,agree,false
1008293012135432,Hindi,Hindi,agree,false
1008376008280324,Hindi,Hindi,agree,false
1009499741469794,Hindi,Hindi,agree,false
1010097468667310,Hindi,Hindi,agree,false
1011300708130761,Hindi,Hindi,agree,false
1011307304820369,Hindi,Hindi,agree,false
1011627021476612,Hindi,Hindi,agree,false
1012594294691296,Hindi,Hindi,agree,false
1012751497873071,Hindi,Hindi,agree,false
1013010197776097,Hindi,Hindi,agree,false
1013181651239799,Hindi,Hindi,agree,false
1013549848030099,Hindi,Hindi,agree,false
1013595614333515,Hindi,Hindi,agree,false
1013668457726942,Hindi,Hindi,agree,false
1013801474340905,Hindi,Hindi,agree,false
1013834224460527,Hindi,Hindi,agree,false
1013965144742380,Hindi,Hindi,agree,false
1015345331246570,Hindi,Hindi,agree,false
1015543491226232,Hindi,Hindi,agree,false
1015926377610393,Hindi,Hindi,agree,false
1016275888005436,Hindi,Hindi,agree,false
1016372917638242,Hindi,Hindi,agree,false
1016415150793716,Hindi,Hindi,agree,false
1016711277501426,Hindi,Hindi,agree,false
1016959647699492,Hindi,Hindi,agree,false
1018180690712130,Hindi,Hindi,agree,false
1018262830627096,Hindi,Hindi,agree,false
1018683797295011,Hindi,Hindi,agree,false
1019346871031325,Gujarati,Gujarati,agree,false
1019378727292833,Hindi,Hindi,agree,false
1019667247166100,Hindi,Hindi,agree,false
1021041514250343,Hindi,Hindi,agree,false
1021238797034341,Hindi,Hindi,agree,false
1021980153536343,Hindi,Hindi,agree,false
1022035256895189,Hindi,Hindi,agree,false
1022376317001690,Hindi,Hindi,agree,false
1022674277084766,Hindi,Hindi,agree,false
1022758773604361,Hindi,Hindi,agree,false
1023295656811984,Hindi,Hindi,agree,false
1024125033893330,Hindi,Hindi,agree,false
1024869819880376,Hindi,Hindi,agree,false
1024869953563083,Hindi,Hindi,agree,false
1025514597085693,Hindi,Hindi,agree,false
1025822196672066,Hindi,Hindi,agree,false
1026281803080676,Hindi,Hindi,agree,false
1026936686437581,Hindi,Hindi,agree,false
1027744632964202,Hindi,Hindi,agree,false
1028015442984226,Hindi,Hindi,agree,false
1028046746241190,Hindi,Hindi,agree,false
1029119389567355,Hindi,Hindi,agree,false
1029442363364951,Hindi,Hindi,agree,false
1029605236397131,Hindi,Hindi,agree,false
1030022866643673,Hindi,Hindi,agree,false
1030351746604474,Hindi,Hindi,agree,false
1030511049556192,Hindi,Hindi,agree,false
1031414429844198,Hindi,Hindi,agree,false
1031554412893220,Hindi,Hindi,agree,false
1032742602409239,Hindi,Hindi,agree,false
1033103892989144,Hindi,Hindi,agree,false
1033915609199890,Hindi,Hindi,agree,false
1034452249264538,Hindi,Hindi,agree,false
1035891969103163,Bengali,Bengali,agree,false
1039699242065315,Hindi,Hindi,agree,false
1041203921585031,Hindi,Hindi,agree,false
1043816221481981,Hindi,Hindi,agree,false
1045938718323196,Hindi,Hindi,agree,false
1045990277761082,Bengali,Bengali,agree,false
1046367191060084,Hindi,Hindi,agree,false
1046475394470797,Hindi,Hindi,agree,false
1046740708036998,Hindi,Hindi,agree,false
1047145780977572,Hindi,Hindi,agree,false
1047178357881109,Hindi,Hindi,agree,false
1052565497102220,Bengali,Bengali,agree,false
