ad_id,language_copy,language_audio,agreement_status,is_codeswitch
1000525612735463,English,English,agree,false
1005118642480638,English,French,disagree,true
1005665278776250,Arabic,Arabic,agree,false
1006421665187559,English,English,agree,false
1006749742165873,English,English,agree,false
1007110078391526,English,French,disagree,true
1007541725330421,English,English,agree,false
1015187231092030,English,English,agree,false
1024869239979532,Turkish,Turkish,agree,false
1025722076570233,English,English,agree,false
1028449009853941,English,English,agree,false
1031747116205172,English,French,disagree,true
1037746825578538,English,English,agree,false
1050527274067149,English,English,agree,false
1054584297235889,English,English,agree,false
1056730870368516,English,English,agree,false
1093823739826634,English,English,agree,false
1096538780053471,English,English,agree,false
1164802695815463,English,English,agree,false
1220089980142236,English,French,disagree,true
1252728760039239,English,English,agree,false
1266210548740608,Turkish,Turkish,agree,false
1268852761989800,English,English,agree,false
1311647397762391,English,English,agree,false
1324134293033830,Arabic,English,disagree,true
1324711415771152,English,English,agree,false
1333230688768920,English,English,agree,false
1348272590597709,Turkish,German,disagree,true
1363633598912750,Arabic,English,disagree,true
1376125071000503,English,French,disagree,true
1378308274350492,English,English,agree,false
1382542137258042,English,French,disagree,true
1383319060331609,Arabic,English,disagree,true
1386818953298541,English,English,agree,false
1388064789801947,Vietnamese,Vietnamese,agree,false
1402910178342547,English,English,agree,false
1427717762585898,English,French,disagree,true
1444573690806212,English,English,agree,false
1448015583763183,Arabic,English,disagree,true
1449171250302016,English,English,agree,false
1476542507850179,English,English,agree,false
1492092175305768,English,French,disagree,true
1501331884229139,English,English,agree,false
1506922147561152,English,English,agree,false
1518921700020018,English,English,agree,false
1520557299602731,Arabic,Arabic,agree,false
1526326005826589,English,English,agree,false
1530923368683061,English,English,agree,false
1537064428044245,English,English,agree,false
1543351697304303,English,English,agree,false
1550386230032600,English,English,agree,false
1555753755947747,English,English,agree,false
1557158972540606,English,English,agree,false
1562137718879664,Arabic,English,disagree,true
1568454698132016,English,English,agree,false
1573178924379763,English,English,agree,false
1585086063034358,Arabic,English,disagree,true
1586148823035593,Arabic,English,disagree,true
1589301959391190,English,English,agree,false
1631602037926060,English,English,agree,false
1633628567704710,English,English,agree,false
1635215360918989,English,English,agree,false
1637899393946769,English,English,agree,false
1644228480168526,English,English,agree,false
1651336692836508,English,English,agree,false
1661401064910641,English,English,agree,false
1665570207993946,English,English,agree,false
1672803190595487,English,English,agree,false
1673950330582810,Turkish,Turkish,agree,false
1691784178829769,English,English,agree,false
1694390814936925,English,English,agree,false
1697053921719601,English,English,agree,false
1704791477199973,English,English,agree,false
1705366507331909,English,English,agree,false
1708092980610981,English,English,agree,false
1716427079431571,English,English,agree,false
1747869789910274,English,English,agree,false
1751335042898746,English,English,agree,false
1772896170361459,English,English,agree,false
1778942330132715,English,English,agree,false
1781578599492452,English,English,agree,false
1787729085545056,English,English,agree,false
1795404701807915,English,English,agree,false
1832151567988662,English,French,disagree,true
1915361298965714,English,English,agree,false
1929767137611529,English,English,agree,false
1951759685545457,Arabic,English,disagree,true
1977029976261208,English,English,agree,false
2013049059297231,English,English,agree,false
2025522311379279,English,English,agree,false
2032626797461477,English,English,agree,false
2065988441018895,Arabic,English,disagree,true
2076473126238898,English,English,agree,false
2153023128817946,English,English,agree,false
2168987457218569,Arabic,English,disagree,true
2183171979139988,English,English,agree,false
2200199017412412,Arabic,English,disagree,true
2202351003920869,Arabic,English,disagree,true
2204277097086348,English,English,agree,false
2214736702613067,English,English,agree,false
2217238392444405,Vietnamese,Vietnamese,agree,false
2223760955053163,English,English,agree,false
2388976068265097,English,English,agree,false
2450479242113519,English,English,agree,false
2506292793150954,Hindi,Hindi,agree,false
2529530774161992,English,French,disagree,true
2587659185019794,Turkish,Turkish,agree,false
27252840764373165,English,English,agree,false
2741226512911984,English,English,agree,false
27595074290086518,Hindi,Hindi,agree,false
27787661044153699,English,English,agree,false
2820605464942152,English,English,agree,false
2942098689488300,English,English,agree,false
3046945898830013,English,English,agree,false
3157903207933727,Turkish,Turkish,agree,false
3315138595335780,English,English,agree,false
3340516169466059,English,English,agree,false
3403536496487480,English,French,disagree,true
3663203097153647,Arabic,English,disagree,true
3757029167770745,English,English,agree,false
4042598066038325,English,English,agree,false
4245939425660754,English,English,agree,false
4383895821853188,Arabic,Arabic,agree,false
4445732412339005,English,English,agree,false
4472111663072824,Arabic,English,disagree,true
4519291438349150,Arabic,English,disagree,true
4538220956421951,English,English,agree,false
4576200355997577,English,English,agree,false
4687673938174151,English,English,agree,false
5100169360209452,English,English,agree,false
835085229403559,English,English,agree,false
869229706239477,English,English,agree,false
869908926163691,English,English,agree,false
878207795333026,English,English,agree,false
900011839294388,English,French,disagree,true
919002281155664,English,English,agree,false
926058690492896,English,English,agree,false
928827256836837,English,English,agree,false
963221736695752,English,English,agree,false
965379309656441,English,,copy_only,false
969266155933497,English,English,agree,false
976364165204208,English,English,agree,false
980472391441234,English,English,agree,false
985001377845685,English,English,agree,false
989080657272415,English,English,agree,false
992031523734356,English,English,agree,false
992641953651273,English,French,disagree,true
993382163488187,English,English,agree,false
994716566609726,English,English,agree,false
