pipeline,competitor,script_group_id,original_ad_id,original_first_seen,replica_ad_id,replication_type,replica_first_seen,days_to_replica,original_is_winner,replica_is_winner
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,1595782761518272,visual_variant,2026-06-04,9,True,True
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,25024190163945827,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,964203152818249,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,4193196730867806,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,839034162134088,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,862933273506827,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,3509966935818159,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,1625406865354471,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,2421536621668950,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,1495493641961395,reworded_replica,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,1911800266127163,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,2164543697719032,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,1282957083982524,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,2206316933499935,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,3054095394922294,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,1398617942297818,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,26593433683617766,reworded_replica,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,1557413435942135,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0000,1757405299002125,2026-05-26,3049299128598351,visual_variant,2026-06-04,9,True,False
facebook,duolingo,duolingo-g0001,1270856521521372,2026-05-26,2207673653307134,reworded_replica,2026-05-26,0,True,True
facebook,duolingo,duolingo-g0002,1428449025623778,2026-05-26,4047050955534121,reworded_replica,2026-05-26,0,True,True
