row_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls,page_rank
1,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR03300941216064995329,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR03300941216064995329?region=IN,YouTubeVideo,2026-07-19,"2458,2360,2242,2070,2752,2414,2418,2288,2320,2862,2796,2158,2678,2056,2840,2012,2008,2858,2100,2616,2620,2376,2666,2634,2430,2188,2492,2112,2304,2591,2768,2246,2474,2652,2086,2348,2438,2578,2144,2900,2218,2604,2400,2024,2175,2340,2504,2204,2740,2231,2548,2174,2152,2356,2466,2010,2120,2795,2312,2196,2032,2422,2583,2626,2554,2674,2064,2268,2670,2887,2238,2728,2016,2108,2540,2732,2050,2384,2534,2031,2535,2484,2638,2642,2531,2804,2180,2694,2624,2136,2598,2140,2368,2203,2266,2744,2850,2498,2716,2208,2092,2512,2222,2392,2788,2410,2686,2404,2048,2736,2051,2226,2214,2380,2558,2776,2442,2060,2780,2882,2748,2724,2398,2234,2663,2688,2630,2250,2662,2308,2090,2076,2703,2528,2072,2659,2702,2470,2148,2116,2028,2508,2276,2580,2894,2440,2792,2682,2270,2499,2232,2096,2854,2690,2040,2044,2756,2826,2807,2132,2454,2292,2833,2184,2324,2585,2704,2570,2233,2566,2262,2372,2446,2052,2784,2332,2516,2328,2254,2316,2258,2800,2832,2212,2654,2705,2660,2876,2191,2462,2818,2524,2124,2428,2584,2500,2344,2068,2170,2520,2156,2388,2434,2275,2710,2834,2608,2036,2178,2764,2586,2352,2831,2300,2020,2798,2860,2296,2600,2426",0,5,Loora: AI English Speaking App,CATEGORY,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4,,2026-06-03,2026-07-20,,,,,1
2,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR03300941216064995329,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR03300941216064995329?region=IN,YouTubeVideo,2026-07-19,"2458,2360,2242,2070,2752,2414,2418,2288,2320,2862,2796,2158,2678,2056,2840,2012,2008,2858,2100,2616,2620,2376,2666,2634,2430,2188,2492,2112,2304,2591,2768,2246,2474,2652,2086,2348,2438,2578,2144,2900,2218,2604,2400,2024,2175,2340,2504,2204,2740,2231,2548,2174,2152,2356,2466,2010,2120,2795,2312,2196,2032,2422,2583,2626,2554,2674,2064,2268,2670,2887,2238,2728,2016,2108,2540,2732,2050,2384,2534,2031,2535,2484,2638,2642,2531,2804,2180,2694,2624,2136,2598,2140,2368,2203,2266,2744,2850,2498,2716,2208,2092,2512,2222,2392,2788,2410,2686,2404,2048,2736,2051,2226,2214,2380,2558,2776,2442,2060,2780,2882,2748,2724,2398,2234,2663,2688,2630,2250,2662,2308,2090,2076,2703,2528,2072,2659,2702,2470,2148,2116,2028,2508,2276,2580,2894,2440,2792,2682,2270,2499,2232,2096,2854,2690,2040,2044,2756,2826,2807,2132,2454,2292,2833,2184,2324,2585,2704,2570,2233,2566,2262,2372,2446,2052,2784,2332,2516,2328,2254,2316,2258,2800,2832,2212,2654,2705,2660,2876,2191,2462,2818,2524,2124,2428,2584,2500,2344,2068,2170,2520,2156,2388,2434,2275,2710,2834,2608,2036,2178,2764,2586,2352,2831,2300,2020,2798,2860,2296,2600,2426",1,5,,,,,,,,,,,,,,2026-07-20,html5-banner-no-mp4,,2026-06-03,2026-07-20,,,,,2
3,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR03300941216064995329,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR03300941216064995329?region=IN,YouTubeVideo,2026-07-19,"2458,2360,2242,2070,2752,2414,2418,2288,2320,2862,2796,2158,2678,2056,2840,2012,2008,2858,2100,2616,2620,2376,2666,2634,2430,2188,2492,2112,2304,2591,2768,2246,2474,2652,2086,2348,2438,2578,2144,2900,2218,2604,2400,2024,2175,2340,2504,2204,2740,2231,2548,2174,2152,2356,2466,2010,2120,2795,2312,2196,2032,2422,2583,2626,2554,2674,2064,2268,2670,2887,2238,2728,2016,2108,2540,2732,2050,2384,2534,2031,2535,2484,2638,2642,2531,2804,2180,2694,2624,2136,2598,2140,2368,2203,2266,2744,2850,2498,2716,2208,2092,2512,2222,2392,2788,2410,2686,2404,2048,2736,2051,2226,2214,2380,2558,2776,2442,2060,2780,2882,2748,2724,2398,2234,2663,2688,2630,2250,2662,2308,2090,2076,2703,2528,2072,2659,2702,2470,2148,2116,2028,2508,2276,2580,2894,2440,2792,2682,2270,2499,2232,2096,2854,2690,2040,2044,2756,2826,2807,2132,2454,2292,2833,2184,2324,2585,2704,2570,2233,2566,2262,2372,2446,2052,2784,2332,2516,2328,2254,2316,2258,2800,2832,2212,2654,2705,2660,2876,2191,2462,2818,2524,2124,2428,2584,2500,2344,2068,2170,2520,2156,2388,2434,2275,2710,2834,2608,2036,2178,2764,2586,2352,2831,2300,2020,2798,2860,2296,2600,2426",2,5,,,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4,,2026-06-03,2026-07-20,,,,,3
4,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR03300941216064995329,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR03300941216064995329?region=IN,YouTubeVideo,2026-07-19,"2458,2360,2242,2070,2752,2414,2418,2288,2320,2862,2796,2158,2678,2056,2840,2012,2008,2858,2100,2616,2620,2376,2666,2634,2430,2188,2492,2112,2304,2591,2768,2246,2474,2652,2086,2348,2438,2578,2144,2900,2218,2604,2400,2024,2175,2340,2504,2204,2740,2231,2548,2174,2152,2356,2466,2010,2120,2795,2312,2196,2032,2422,2583,2626,2554,2674,2064,2268,2670,2887,2238,2728,2016,2108,2540,2732,2050,2384,2534,2031,2535,2484,2638,2642,2531,2804,2180,2694,2624,2136,2598,2140,2368,2203,2266,2744,2850,2498,2716,2208,2092,2512,2222,2392,2788,2410,2686,2404,2048,2736,2051,2226,2214,2380,2558,2776,2442,2060,2780,2882,2748,2724,2398,2234,2663,2688,2630,2250,2662,2308,2090,2076,2703,2528,2072,2659,2702,2470,2148,2116,2028,2508,2276,2580,2894,2440,2792,2682,2270,2499,2232,2096,2854,2690,2040,2044,2756,2826,2807,2132,2454,2292,2833,2184,2324,2585,2704,2570,2233,2566,2262,2372,2446,2052,2784,2332,2516,2328,2254,2316,2258,2800,2832,2212,2654,2705,2660,2876,2191,2462,2818,2524,2124,2428,2584,2500,2344,2068,2170,2520,2156,2388,2434,2275,2710,2834,2608,2036,2178,2764,2586,2352,2831,2300,2020,2798,2860,2296,2600,2426",3,5,,,,,,,,,,,,,,2026-07-20,html5-banner-no-mp4,,2026-06-03,2026-07-20,,,,,4
6,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR03536229308475375617,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR03536229308475375617?region=IN,Image,2026-07-20,"2840,2566,2356",0,1,⁦Loora AI LTD⁩,90% Cheaper Than a Tutor - Affordable English Fluency,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-07-20,image-url-not-extracted,,2026-07-13,2026-07-20,,,,,6
5,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR03300941216064995329,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR03300941216064995329?region=IN,YouTubeVideo,2026-07-19,"2458,2360,2242,2070,2752,2414,2418,2288,2320,2862,2796,2158,2678,2056,2840,2012,2008,2858,2100,2616,2620,2376,2666,2634,2430,2188,2492,2112,2304,2591,2768,2246,2474,2652,2086,2348,2438,2578,2144,2900,2218,2604,2400,2024,2175,2340,2504,2204,2740,2231,2548,2174,2152,2356,2466,2010,2120,2795,2312,2196,2032,2422,2583,2626,2554,2674,2064,2268,2670,2887,2238,2728,2016,2108,2540,2732,2050,2384,2534,2031,2535,2484,2638,2642,2531,2804,2180,2694,2624,2136,2598,2140,2368,2203,2266,2744,2850,2498,2716,2208,2092,2512,2222,2392,2788,2410,2686,2404,2048,2736,2051,2226,2214,2380,2558,2776,2442,2060,2780,2882,2748,2724,2398,2234,2663,2688,2630,2250,2662,2308,2090,2076,2703,2528,2072,2659,2702,2470,2148,2116,2028,2508,2276,2580,2894,2440,2792,2682,2270,2499,2232,2096,2854,2690,2040,2044,2756,2826,2807,2132,2454,2292,2833,2184,2324,2585,2704,2570,2233,2566,2262,2372,2446,2052,2784,2332,2516,2328,2254,2316,2258,2800,2832,2212,2654,2705,2660,2876,2191,2462,2818,2524,2124,2428,2584,2500,2344,2068,2170,2520,2156,2388,2434,2275,2710,2834,2608,2036,2178,2764,2586,2352,2831,2300,2020,2798,2860,2296,2600,2426",4,5,,,,,,,,,,,,,,2026-07-20,html5-banner-no-mp4,,2026-07-20,2026-07-20,,,,,5
7,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR11977924349794451457,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR11977924349794451457?region=IN,YouTubeVideo,2026-07-20,"2276,2608,2392,2702,2344,2704,2458,2410,2156,2764,2360,2250,2356",0,5,,,,,,,,,,,,,,2026-07-20,html5-banner-no-mp4,,2026-07-20,2026-07-20,,,,,7
8,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR11977924349794451457,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR11977924349794451457?region=IN,YouTubeVideo,2026-07-20,"2276,2608,2392,2702,2344,2704,2458,2410,2156,2764,2360,2250,2356",1,5,,,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4,,2026-07-20,2026-07-20,,,,,8
9,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR11977924349794451457,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR11977924349794451457?region=IN,YouTubeVideo,2026-07-20,"2276,2608,2392,2702,2344,2704,2458,2410,2156,2764,2360,2250,2356",2,5,,,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4,,2026-07-20,2026-07-20,,,,,9
10,Loora,AR13725632235724341249,Loora AI LTD,Israel,IN,CR11977924349794451457,https://adstransparency.google.com/advertiser/AR13725632235724341249/creative/CR11977924349794451457?region=IN,YouTubeVideo,2026-07-20,"2276,2608,2392,2702,2344,2704,2458,2410,2156,2764,2360,2250,2356",3,5,,,,,,,,,,,,,,2026-07-20,html5-banner-no-mp4,,2026-07-20,2026-07-20,,,,,10
