row_rank,page_rank,competitor_name,facebook_page_id,facebook_page_name,facebook_page_followers,target_country,ad_library_id,ad_library_url,ad_start_date,ad_end_date,has_low_impression_warning,ad_has_multiple_versions,ad_version_count,version_index,version_id,version_start_date,version_end_date,version_primary_text,version_description,version_cta_label,version_destination_url,version_platforms_distribution,ad_primary_text,ad_description,ad_cta_label,ad_destination_url,ad_media_type,ad_distribution_platforms,creative_count_in_ad,creative_index_in_ad,creative_aspect_ratio,facebook_video_cdn_url_at_scrape,facebook_thumbnail_cdn_url_at_scrape,facebook_cdn_url_expiry_at_scrape,scrape_run_date,r2_public_url
1,1,Wispr Flow,110864474787474,Wispr Flow,,IN,1760375222070126,https://www.facebook.com/ads/library/?id=1760375222070126,2026-06-24,,false,false,1,0,,2026-06-24,,"Same voice, every AI tool I open. 🎙️
ChatGPT, Claude, Gemini, Copilot, I just talk and Flow types.
No new app to learn, it works everywhere.
Download Wispr Flow free today.",Works in every AI tool,Download,https://wisprflow.ai/,"Facebook,Instagram,Messenger,Threads","Same voice, every AI tool I open. 🎙️
ChatGPT, Claude, Gemini, Copilot, I just talk and Flow types.
No new app to learn, it works everywhere.
Download Wispr Flow free today.",Works in every AI tool,Download,https://wisprflow.ai/,Image,"Facebook,Instagram,Messenger,Threads",1,0,9:16,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/731357280_1780833006619148_791632433048990476_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=HlVjetN5qEoQ7kNvwH9BJ2L&_nc_oc=AdqgoRcULwF7uXEsxNIX31XdvVfjDb-qOKJGut8EMAbg2tj2UHQnQtmp7ZR1Ri9dO0M&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQBEvaT2tcKId___XpCuBWT5Jj8TJVV6awSg2XSXlsg7sg&oe=6A5A5597,2026-07-17T16:17:27.000Z,2026-07-13,
2,2,Wispr Flow,110864474787474,Wispr Flow,,IN,1724438051929110,https://www.facebook.com/ads/library/?id=1724438051929110,2026-06-11,,false,false,1,0,,2026-06-11,,"A voice note carries so much more context than a text. But the person on the other end still has to find earphones, find a quiet spot, and sit through two minutes of rambling to find the one thing you actually needed to say.

Wispr Flow fixes this. You speak exactly how you think. The other person gets a clean, readable message they can check in a meeting, in traffic, without sound.

All the speed and context of voice. None of the friction.

Download free.",Wispr Flow: Speak fast. Send clean.,Download,http://wisprflow.ai/india,"Facebook,Instagram,Messenger,Threads","A voice note carries so much more context than a text. But the person on the other end still has to find earphones, find a quiet spot, and sit through two minutes of rambling to find the one thing you actually needed to say.

Wispr Flow fixes this. You speak exactly how you think. The other person gets a clean, readable message they can check in a meeting, in traffic, without sound.

All the speed and context of voice. None of the friction.

Download free.",Wispr Flow: Speak fast. Send clean.,Download,http://wisprflow.ai/india,Video,"Facebook,Instagram,Messenger,Threads",1,0,9:16,https://video.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQOG-buQjAGFSPxDyYV4IwJOeiH-U3YRW1Z5MYQ2XO3ROl_WgsTh5mln7eliWNvfePMOnw-hEpT8FkQQ0vRDMo2YHptFN9XRikIjpMVStk75Bw.mp4?_nc_cat=107&_nc_oc=AdoULC11Nl3mgpncIPmm28dWc_hiPsfBhBt2bpAXybvVkB9EYwBbmoFWFgkF6xqhcZo&_nc_sid=b66105&_nc_ht=video.fblr22-2.fna.fbcdn.net&_nc_ohc=NNBVRp3pL-AQ7kNvwEyt0Yg&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjIwNTA5NTM5NTI0MzE2NjcsImFzc2V0X2FnZV9kYXlzIjoxMTQsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo0MCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=8213468e02efb2b7&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9EOTRCQ0ExQzc1NEU0MDQzMEIwMEFDN0ZDOEFGMTlBMF9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzUxNDlCNDY2NDU4OTI3N0Q1NEQwRkU4MDUyMUMwNkE1X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbmuMjcndWkBxUCKAJDMywXQEQiDEm6XjUYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&_nc_zt=28&oh=00_AQDUzcZ_WbDju4SchOjzQPAZnSrX4B5D4n7BzRLpWPp6zw&oe=6A5A5345,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/681462297_997271146188235_5309241106744216013_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=V-OhFKNzToAQ7kNvwGIWDsx&_nc_oc=AdqhuhPIeICXS-fVfoYfMwk8fTwk8rcPEfcCRDD6ZBGkYIU4oaz9CtuETfhjq_iEmgg&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQCy-lu5_tRr6ab43xBD59CUaorFfLFZ-0Dorfm-WiYVQQ&oe=6A5A6481,2026-07-17T16:07:33.000Z,2026-07-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1724438051929110.mp4
3,3,Wispr Flow,110864474787474,Wispr Flow,,IN,1051978690742116,https://www.facebook.com/ads/library/?id=1051978690742116,2026-06-23,,false,false,1,0,,2026-06-23,,"Moved to Canada to build my dream life — ended up with less time to reply to anything. 🌎
Standups, brand pitch emails, Cursor prompts, DMs I've ignored for 3 days — I just talk now.
Flow matches the speed of my brain, not my fingers.
Try Flow free 👇",Your brain moves faster,Download,https://wisprflow.ai/?trybe=223cf76b,"Facebook,Instagram,Messenger,Threads","Moved to Canada to build my dream life — ended up with less time to reply to anything. 🌎
Standups, brand pitch emails, Cursor prompts, DMs I've ignored for 3 days — I just talk now.
Flow matches the speed of my brain, not my fingers.
Try Flow free 👇",Your brain moves faster,Download,https://wisprflow.ai/?trybe=223cf76b,Video,"Facebook,Instagram,Messenger,Threads",1,0,9:16,https://video.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m366/AQPIZ2FxQNTYh82rAUJvNugVxysfqHHRwRcPqrABkEAWvBZGFlFpMmRr2Fgb2uM0hQqHZy5cyTRBc-P8tJk7aSLepprFibfTtAIlWQtA0_E5ww.mp4?_nc_cat=102&_nc_oc=AdpfRXPPjcpTdcMoy7BO280n-YBWsXkdViAqPwP-IWzNM7uZ7qFKuV15P8BDGiYenQk&_nc_sid=b66105&_nc_ht=video.fblr22-1.fna.fbcdn.net&_nc_ohc=5j9epR66SfwQ7kNvwHd0AEc&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjE2NjQwNjgwNzQ4MjgwMDcsImFzc2V0X2FnZV9kYXlzIjo1OCwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjMxLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=f84ecb5f8200dc3f&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9BQjQ1QjRCMTM1NDlBODU4MEVFMUUyQTYwODVDQjBCRl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0YyNDY0NDA0MzRERjQ5MDEyOERBNzdCMUMyNDM5Rjg4X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbOw9unwd30BRUCKAJDMywXQD9MzMzMzM0YGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&_nc_zt=28&oh=00_AQDivRJZZRdK5KOwRyHiZU0u7UVzLyObp_NlqpTwzy2sDg&oe=6A5A6E2A,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/728969627_2242269386531165_2138072288792095559_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=f2lLntab_8oQ7kNvwHj38Ao&_nc_oc=AdqwpM7Prq0vbsJ7iTSCxg9P59HApX8Sc5mcTky7UUNyi7LEwxE-f-LFU2TOcqhgZn0&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQCvEC2H6tjDbcyj0wSW51LOqjKR2peyfSuAGU0Lhx_vqA&oe=6A5A593B,2026-07-17T18:02:18.000Z,2026-07-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1051978690742116.mp4
4,4,Wispr Flow,110864474787474,Wispr Flow,,IN,1798704751287375,https://www.facebook.com/ads/library/?id=1798704751287375,2026-06-23,,false,true,2,0,1798704751287375,2026-06-23,,"Hands-free prompting is just faster.
Say what you want built and Flow writes the prompt straight into your AI tools.
Try Flow free.",Build with your hands off,Download,https://wisprflow.ai/ai-prompting-guide,"Facebook,Instagram,Messenger,Threads","Hands-free prompting is just faster.
Say what you want built and Flow writes the prompt straight into your AI tools.
Try Flow free.",Build with your hands off,Download,https://wisprflow.ai/ai-prompting-guide,Image,"Facebook,Instagram,Messenger,Threads",1,0,9:16,,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/728195688_1499108018924134_6142650241965673362_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=pqKqpbs2_GwQ7kNvwHz2Sx3&_nc_oc=Adr9g_WCdxRrKWOFklSpFNZ8Qi1iCgnXjlx0m114ZPv_ZRJ5cpmz3mTf5JQ5rRxPU10&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQB9TeRXpRDVvKt_6y7jXhqyY3Ag9G5IYHOuGJJbqA00Ag&oe=6A5A57F7,2026-07-17T16:27:35.000Z,2026-07-13,
5,4,Wispr Flow,110864474787474,Wispr Flow,,IN,1798704751287375,https://www.facebook.com/ads/library/?id=1798704751287375,2026-06-23,,false,true,2,1,2597183117405351,2026-06-24,,"Hands-free prompting is just faster.
Say what you want built and Flow writes the prompt straight into your AI tools.
Try Flow free.",Build with your hands off,Download,https://wisprflow.ai/,"Facebook,Instagram,Messenger,Threads","Hands-free prompting is just faster.
Say what you want built and Flow writes the prompt straight into your AI tools.
Try Flow free.",Build with your hands off,Download,https://wisprflow.ai/ai-prompting-guide,Image,"Facebook,Instagram,Messenger,Threads",1,0,9:16,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/730109317_1044545921418552_1770331121773198265_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=SggQhUrDSxQQ7kNvwELIYGX&_nc_oc=Ado8Bg0YfBgAqdRc-doipA3iThn2yBYWbBzDakj9acf1UpGCbhd-nwYCbZ38bhvSfnc&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQD04PpjbcSJ4xs-tGZJODRKLWRfbha3ry_BQQlX5M4qvQ&oe=6A5A6855,2026-07-17T17:37:25.000Z,2026-07-13,
6,5,Wispr Flow,110864474787474,Wispr Flow,,IN,849299764904914,https://www.facebook.com/ads/library/?id=849299764904914,2026-06-11,,false,false,1,0,,2026-06-11,,"This developer built a full game for Wispr Flow's Valentine's @contra challenge without touching his keyboard. Aarav Singh used Flow to iterate with Lovable, design in Figma, and ship. 

Flow understands what you mean, even when coding and building with AI. 4x faster than typing.",Built a Valentine's game using only voice,Download,http://wisprflow.ai/india,"Facebook,Instagram,Messenger,Threads","This developer built a full game for Wispr Flow's Valentine's @contra challenge without touching his keyboard. Aarav Singh used Flow to iterate with Lovable, design in Figma, and ship. 

Flow understands what you mean, even when coding and building with AI. 4x faster than typing.",Built a Valentine's game using only voice,Download,http://wisprflow.ai/india,Video,"Facebook,Instagram,Messenger,Threads",1,0,9:16,https://video.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQPuqqTEvARptrbmcwR6x-o_63JocUYt17Sl4zgRnmVH6kKxFPty-SCaM8fl8TI0qme4HVsbV_pb0nXKHNKNq7qh0LLiK1SO6JVeSgxsWyi0eQ.mp4?_nc_cat=111&_nc_oc=Adp17uE7cWdJ8qbIYWSRWiIzVYx1TQjn5fOLes2GHZxsJAeVDG7zR5MJXbsPCqLxI6M&_nc_sid=b66105&_nc_ht=video.fblr22-2.fna.fbcdn.net&_nc_ohc=iVTee3tazXcQ7kNvwECXUL1&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjIwMzkxNDI3OTM2NzEzNjksImFzc2V0X2FnZV9kYXlzIjoxNDksInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo0MywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=a04ea1e936655da3&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC83NjQxNjZDNkY4MEJGNDU3MERGRDdBMEExQTE5MThCNl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzI0NEM2NDBDNTZDMDE3MTk4MEFGOUE5MzBDNEYwNkE5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaSy-fd3aWfBxUCKAJDMywXQEWzMzMzMzMYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&_nc_zt=28&oh=00_AQCAyrxS-HYPqx_T6AMsQ74jLZZ1bJjkqWkQHeUzwnv2rg&oe=6A5A5745,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/681243432_2151675388990721_7265888845889191586_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=yy-hbCxW1xsQ7kNvwECJOwa&_nc_oc=Adr-11M__ZTJMWPcbaDc5QVkumIqNUtGDqLb8z5DlI5IfQT27q3G40-ggJGzGJ8JFbM&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQC9YitwtwHZbDpwwzZ2KdUZf61u0xVMo3LXiUBRf_fhWg&oe=6A5A77B0,2026-07-17T16:24:37.000Z,2026-07-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/849299764904914.mp4
7,6,Wispr Flow,110864474787474,Wispr Flow,,IN,1021652673555665,https://www.facebook.com/ads/library/?id=1021652673555665,2026-06-30,,false,false,1,0,,2026-06-30,,"I debugged the whole re-render out loud. 🎤
The dependency array, the effect, all by voice.
Flow writes my thinking into clean code as I talk.
As a developer, ditch your keyboard.
Try Flow free.",Debug out loud,Download,https://wisprflow.ai/developers,"Facebook,Instagram,Messenger,Threads","I debugged the whole re-render out loud. 🎤
The dependency array, the effect, all by voice.
Flow writes my thinking into clean code as I talk.
As a developer, ditch your keyboard.
Try Flow free.",Debug out loud,Download,https://wisprflow.ai/developers,Video,"Facebook,Instagram,Messenger,Threads",1,0,9:16,https://video.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m366/AQOVUTZnmdPiGykxvnOve6x8WHHnNKbnUEQR1_LhsuictCz2Kg7-QnvhDQRyIN9Zww7Ib8x0hSpAo0ZT5UMl-2KbzEK5oOyvG03z3UM3eWOtCA.mp4?_nc_cat=102&_nc_oc=AdqW9L_0Ndd0YBXwz_rbxwgFQ1Is8IJKg0eFamGR_zMzsX84o0KNA2WuGrA7XQW7JSc&_nc_sid=b66105&_nc_ht=video.fblr22-1.fna.fbcdn.net&_nc_ohc=09qLesyw920Q7kNvwG1b_cC&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjIwMjAwNzM4OTIyMDk3OTIsImFzc2V0X2FnZV9kYXlzIjoxMSwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjMwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=3fc565d77750f4a&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC82RTQxNDY1ODQzREQwREFGQjE2MUNGRjJGODNBOTRBRV9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0YwNEY4NzhGNzcxRjkxNjZERTM0NjEwNTQyRTQ5MEIyX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaAkp-s48-WBxUCKAJDMywXQD564UeuFHsYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&_nc_zt=28&oh=00_AQD6jacia3kxYmlPXMdd4r8Is_qMbIropmTfYNIYAgi6Tw&oe=6A5A6CAA,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/733685025_1686703312557459_3952584184939637540_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Y26A0UMOHDEQ7kNvwFb4raV&_nc_oc=AdrJLcHpVCX8lhuw1iR6rYe7BeXEtTWfCAONYIe8brrZZQr7WK40ACSr_u4xOjDTkTA&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQATijwxmeGSajmHdwCE-CRFF2-dGZqXJWMnqFzLktq_7w&oe=6A5A6B1C,2026-07-17T17:55:54.000Z,2026-07-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1021652673555665.mp4
8,7,Wispr Flow,110864474787474,Wispr Flow,,IN,1034617109315250,https://www.facebook.com/ads/library/?id=1034617109315250,2026-06-11,,false,false,1,0,,2026-06-11,,"When you speak your messages instead of typing them, something changes. Your responses become more thoughtful, more detailed, more you. Wispr Flow cleans up your words without changing your voice. Try it free.","Better responses, zero effort",Download,https://wisprflow.ai/,"Facebook,Instagram,Messenger,Threads","When you speak your messages instead of typing them, something changes. Your responses become more thoughtful, more detailed, more you. Wispr Flow cleans up your words without changing your voice. Try it free.","Better responses, zero effort",Download,https://wisprflow.ai/,Video,"Facebook,Instagram,Messenger,Threads",1,0,9:16,https://video.fblr22-1.fna.fbcdn.net/o1/v/t2/f2/m366/AQM3NxOrHvYhul3-e2O0PYKI4PxloqfcNZGLW295cnksgi2Mh2jfpwmEEs8mdrXDm5_C7GQS6H9Ao5TUdQTIz2DJQBMOYra6Huk8vBmbxpV7cg.mp4?_nc_cat=104&_nc_oc=Adp379wCgZryC7jgbuTs006tNpOW5pcJefic4wrhBTAa7fhmAJOPCoXnRoMRm6z5viI&_nc_sid=b66105&_nc_ht=video.fblr22-1.fna.fbcdn.net&_nc_ohc=y2g9yTOhbZkQ7kNvwEVP23F&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzOTg4OTQ3NDIwMTMxMTYsImFzc2V0X2FnZV9kYXlzIjoxNTgsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjozNSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=bd85060b2a186d09&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC8wNDQzRjNERkVCRDQ3M0FGNEE4REFCNzY3NkQyRkFBRF9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzQ4NDE4ODlGNkY2NjY0RTU4QzdGQkQ2MkQ4QzE2QzlBX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACb4kuiCspL8BBUCKAJDMywXQEH7peNT988YGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&_nc_zt=28&oh=00_AQDWbQrWqdzovA9FrnD24anp1h3X-MQUBpx9tcZm7o9sIg&oe=6A5A68FC,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/680016957_1923525634956499_8848828524710307271_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=tQCxrVEeLQoQ7kNvwEUNs-r&_nc_oc=AdpMN6531Db0W-8nA9WK4eo8OBRRvB2_uarI1b9UGEcDpsYs-TpbRyvioYshoY84CDc&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQCz8am9mFSR2zqkawoWuQ92lopml3nxntTE1Ydyj9DpMA&oe=6A5A8496,2026-07-17T17:40:12.000Z,2026-07-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1034617109315250.mp4
9,8,Wispr Flow,110864474787474,Wispr Flow,,IN,1005206305387671,https://www.facebook.com/ads/library/?id=1005206305387671,2026-06-11,,false,false,1,0,,2026-06-11,,"We built a voice dictation model that's 2x more accurate than Siri, OpenAI, and ElevenLabs. It removes your ""ums"" and ""uhs"" automatically and works anywhere you type on PC, Mac or iPhone. Just press a shortcut and start talking.",Wispr Flow: 4x faster than typing,See details,http://wisprflow.ai/india,"Facebook,Instagram,Messenger,Threads","We built a voice dictation model that's 2x more accurate than Siri, OpenAI, and ElevenLabs. It removes your ""ums"" and ""uhs"" automatically and works anywhere you type on PC, Mac or iPhone. Just press a shortcut and start talking.",Wispr Flow: 4x faster than typing,See details,http://wisprflow.ai/india,Video,"Facebook,Instagram,Messenger,Threads",1,0,9:16,https://video.fblr22-2.fna.fbcdn.net/o1/v/t2/f2/m366/AQM9NXhZI0d5npPF1txqo92_r57fl_qu7ZWTd7sqg1hDcmYoJHvG3rjXrXU6ZyfrJH3zeaMmHNFKAqx2c0M8eujryxsJVVTfUoQ3zzcGQl3BUg.mp4?_nc_cat=100&_nc_oc=AdrVBDnUtOQ3EWD67igHBIrl8JLDNj04rKcpCR7zWqg74Cq7Q0aeSCO069AzQRMWJak&_nc_sid=b66105&_nc_ht=video.fblr22-2.fna.fbcdn.net&_nc_ohc=bVEVNE4zPSMQ7kNvwGDEQ-b&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjMzODkwNjgxODQ1NzkxODAsImFzc2V0X2FnZV9kYXlzIjoxNjUsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo2MCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=8ec1f8f560b50dc8&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC8zNjRBQjk1RTlCNjJEM0EwNDJFMUJCMzA4NDdCMEVCRF9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzU1NDU2QTA0MUM2NEU3ODJEOEI0Q0FEQkUzNzM5M0FGX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbYsZfU3ZWFDBUCKAJDMywXQE5qn752yLQYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&_nc_zt=28&oh=00_AQDBn7XajXU3PRPVN-A_QMoVPbsdkEDPwfsILbMcZqPg3g&oe=6A5A6090,https://scontent.fblr22-1.fna.fbcdn.net/v/t39.35426-6/683634893_1507297637770023_1467624828323480699_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=6sfUvYr_npsQ7kNvwEA0KGY&_nc_oc=AdoG7ucyVhMGx2cGZfG-sYeoJhGwzcV6KbTPo8L3fChQ9-pzKNvsnvdMe-HrfsYzDNU&_nc_zt=14&_nc_ht=scontent.fblr22-1.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQAFEYE0JYCyhfwpgY6wqZrzXdmYd3GWr3ThWQrpi6hn1w&oe=6A5A5289,2026-07-17T17:04:16.000Z,2026-07-13,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/1005206305387671.mp4
10,9,Wispr Flow,110864474787474,Wispr Flow,,IN,1002529055904133,https://www.facebook.com/ads/library/?id=1002529055904133,2026-06-24,,false,false,1,0,,2026-06-24,,"I type 45 wpm. I talk way faster. 🎙️
Flow lets me speak prompts and writes them clean for my AI.
Try Flow free.",Speak 4x faster than typing,Download,https://wisprflow.ai/,"Facebook,Instagram,Messenger,Threads","I type 45 wpm. I talk way faster. 🎙️
Flow lets me speak prompts and writes them clean for my AI.
Try Flow free.",Speak 4x faster than typing,Download,https://wisprflow.ai/,Image,"Facebook,Instagram,Messenger,Threads",1,0,9:16,,https://scontent.fblr22-2.fna.fbcdn.net/v/t39.35426-6/731292884_1180821990894094_7086688378301255962_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=WaXaLZcG2WgQ7kNvwGaWbPE&_nc_oc=Adr3pSGEeDAqXGSymrO68tM1o7PbtZyuIsVzy5KDuVoxBRbPhBo4cUe4uGmlArsaDsk&_nc_zt=14&_nc_ht=scontent.fblr22-2.fna&_nc_gid=B3wZLq-JwoC36mso8tqzsw&_nc_ss=7f289&oh=00_AQDMuDiEtQRE7--9ucUaThjtaJTMuCEMMcfxiffKET_DUA&oe=6A5A8213,2026-07-17T19:27:15.000Z,2026-07-13,
