row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag
1,1,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR00101879854076526593,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR00101879854076526593?region=IN,Image,2026-07-19,"2356,2442,2504,2380,2300,2788,2203,2578,2586,2144,2348,2040,2474,2826,2756,2246,2440,2642,2792,2638,2050,2703,2276,2616,2705,2818,2100,2470,2191,2620,2528,2254,2250,2056,2196,2032,2752,2372,2724",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/4321481351827732291,,2026-07-20,
2,2,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-07-19,"2442,2076,2233,2591,2348,2840,2804,2608,2246,2642,2276,2484,2792,2188,2504,2068,2410,2300,2170,2440,2203,2208,2040,2578,2352,2604,2320,2826,2196,2218,2724,2862,2356,2360,2152,2752,2380,2528,2620,2616,2100,2703,2372,2032,2124,2732,2191,2056,2250,2470,2705,2428",0,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4
3,3,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-07-19,"2442,2076,2233,2591,2348,2840,2804,2608,2246,2642,2276,2484,2792,2188,2504,2068,2410,2300,2170,2440,2203,2208,2040,2578,2352,2604,2320,2826,2196,2218,2724,2862,2356,2360,2152,2752,2380,2528,2620,2616,2100,2703,2372,2032,2124,2732,2191,2056,2250,2470,2705,2428",1,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4
4,4,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-07-19,"2442,2076,2233,2591,2348,2840,2804,2608,2246,2642,2276,2484,2792,2188,2504,2068,2410,2300,2170,2440,2203,2208,2040,2578,2352,2604,2320,2826,2196,2218,2724,2862,2356,2360,2152,2752,2380,2528,2620,2616,2100,2703,2372,2032,2124,2732,2191,2056,2250,2470,2705,2428",2,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4
5,5,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR02836618950303809537,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR02836618950303809537?region=IN,Image,2026-07-19,"2250,2724,2056,2124,2348,2276,2356,2642,2380,2616,2840,2300,2620",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/8087489434610434801,,2026-07-20,
6,6,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03239106211127230465,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03239106211127230465?region=IN,Image,2026-07-19,"2792,2620,2826,2440,2032,2372,2380,2356,2703,2642,2348,2528,2196,2276,2724,2250,2203,2586,2428,2100,2300,2616",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5198420201462342691,,2026-07-20,
7,7,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03239106211127230465,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03239106211127230465?region=IN,Image,2026-07-19,"2792,2620,2826,2440,2032,2372,2380,2356,2703,2642,2348,2528,2196,2276,2724,2250,2203,2586,2428,2100,2300,2616",1,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5198420201462342691,,2026-07-20,
8,8,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03239106211127230465,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03239106211127230465?region=IN,Image,2026-07-19,"2792,2620,2826,2440,2032,2372,2380,2356,2703,2642,2348,2528,2196,2276,2724,2250,2203,2586,2428,2100,2300,2616",2,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5198420201462342691,,2026-07-20,
9,9,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03579516110598307841,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03579516110598307841?region=IN,Image,2026-07-20,"2616,2032,2724,2826,2356,2100,2642,2792,2348",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2648516876297421833,,2026-07-20,
10,10,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03654745520804462593,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03654745520804462593?region=IN,Image,2026-07-20,"2616,2642,2528,2703,2100,2012,2524,2620,2056,2428,2250,2050,2440,2076,2254,2191,2196,2705,2258,2540,2638,2458,2724,2356,2360,2566,2233,2300,2372,2442,2380,2032,2752,2175,2504,2704,2756,2203,2586,2474,2348,2804,2276,2792,2608",0,2,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2150038795400981044,,2026-07-20,
11,11,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03654745520804462593,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03654745520804462593?region=IN,Image,2026-07-20,"2616,2642,2528,2703,2100,2012,2524,2620,2056,2428,2250,2050,2440,2076,2254,2191,2196,2705,2258,2540,2638,2458,2724,2356,2360,2566,2233,2300,2372,2442,2380,2032,2752,2175,2504,2704,2756,2203,2586,2474,2348,2804,2276,2792,2608",1,2,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2150038795400981044,,2026-07-20,
12,12,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03828542025272131585,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03828542025272131585?region=IN,Image,2026-07-20,"2474,2705,2258,2254,2056,2540,2428,2620,2528,2616,2752,2250,2442,2380,2458,2191,2360,2100,2356,2566,2724,2756,2203,2300,2175,2642,2638,2792,2276,2608,2440,2348",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/9624351274222256786,,2026-07-20,
13,13,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03828542025272131585,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03828542025272131585?region=IN,Image,2026-07-20,"2474,2705,2258,2254,2056,2540,2428,2620,2528,2616,2752,2250,2442,2380,2458,2191,2360,2100,2356,2566,2724,2756,2203,2300,2175,2642,2638,2792,2276,2608,2440,2348",1,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/1325915841166894322,,2026-07-20,
14,14,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03828542025272131585,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03828542025272131585?region=IN,Image,2026-07-20,"2474,2705,2258,2254,2056,2540,2428,2620,2528,2616,2752,2250,2442,2380,2458,2191,2360,2100,2356,2566,2724,2756,2203,2300,2175,2642,2638,2792,2276,2608,2440,2348",2,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/17550460110187668319,,2026-07-20,
15,15,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR04190672124114894849,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR04190672124114894849?region=IN,Image,2026-07-19,"2642,2124,2356,2840,2076,2616",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/12721730945764734219,,2026-07-20,
16,16,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR04424761448203288577,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR04424761448203288577?region=IN,YouTubeVideo,2026-04-30,"2124,2484,2276,2428,2616,2100,2804,2528,2191,2703,2250,2840,2076,2620,2724,2196,2752,2554,2380,2372,2360,2356,2764,2036,2352,2300,2203,2826,2348,2792,2440,2642",0,3,Gain Independence Through Languages With Busuu&#39;s Easy-To-Follow Lessons. Download Now!,,,,,,,,,,,,00:00,2026-07-20,html5-banner-no-mp4
