row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag
1,1,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR00460064819299483649,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR00460064819299483649?region=IN,Image,2025-10-20,"2040,2826,2724,2356,2360,2752,2380,2372,2616,2100,2528,2191,2620,2458,2470,2124,2056,2250,2158,2840,2702,2050,2156,2348,2344,2276,2792,2642,2608,2300,2246,2410,2208,2704,2036,2578,2764,2586,2392,2203",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/15136063618993043816/index.html,,2026-06-15,
2,2,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR00460064819299483649,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR00460064819299483649?region=IN,Image,2025-10-20,"2040,2826,2724,2356,2360,2752,2380,2372,2616,2100,2528,2191,2620,2458,2470,2124,2056,2250,2158,2840,2702,2050,2156,2348,2344,2276,2792,2642,2608,2300,2246,2410,2208,2704,2036,2578,2764,2586,2392,2203",1,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/446634437888131498/index.html,,2026-06-15,
3,3,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR00460064819299483649,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR00460064819299483649?region=IN,Image,2025-10-20,"2040,2826,2724,2356,2360,2752,2380,2372,2616,2100,2528,2191,2620,2458,2470,2124,2056,2250,2158,2840,2702,2050,2156,2348,2344,2276,2792,2642,2608,2300,2246,2410,2208,2704,2036,2578,2764,2586,2392,2203",2,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/10811125463154539907/index.html,,2026-06-15,
4,4,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR00719391405578911745,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR00719391405578911745?region=IN,Image,2026-06-14,"2792,2246,2702,2276,2470,2642,2620,2344,2348,2608,2040,2203,2764,2392,2036,2208,2410,2752,2704,2372,2458,2826,2360,2300,2380,2724,2356,2840,2056,2158,2250,2124,2616,2528",0,2,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/1558210597998230755,,2026-06-15,
5,5,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR00719391405578911745,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR00719391405578911745?region=IN,Image,2026-06-14,"2792,2246,2702,2276,2470,2642,2620,2344,2348,2608,2040,2203,2764,2392,2036,2208,2410,2752,2704,2372,2458,2826,2360,2300,2380,2724,2356,2840,2056,2158,2250,2124,2616,2528",1,2,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/1558210597998230755,,2026-06-15,
6,6,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01089078327580295169,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01089078327580295169?region=IN,Image,2025-07-29,"2764,2840,2704,2360,2356,2276,2246,2348,2724,2380,2203,2608,2250,2392,2528,2056,2616",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/8979459366137136977/index.html,,2026-06-15,
7,7,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2175,2233,2324,2356,2704,2450,2466,2372,2032,2120,2504,2784,2196,2705,2312,2480,2254,2384,2258,2124,2428,2540,2818,2191,2484,2170,2638,2642,2608,2020,2710,2392,2352,2036,2764,2178,2203,2266,2788,2686,2208,2300,2752,2834,2360,2214,2724,2380,2076,2442,2250,2663,2840,2116,2376,2012,2702,2616,2008,2100,2470,2492,2056,2246,2528,2276,2620,2792,2474,2682,2348,2768,2440,2703,2040,2826,2132,2756,2204,2578",0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
8,8,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2175,2233,2324,2356,2704,2450,2466,2372,2032,2120,2504,2784,2196,2705,2312,2480,2254,2384,2258,2124,2428,2540,2818,2191,2484,2170,2638,2642,2608,2020,2710,2392,2352,2036,2764,2178,2203,2266,2788,2686,2208,2300,2752,2834,2360,2214,2724,2380,2076,2442,2250,2663,2840,2116,2376,2012,2702,2616,2008,2100,2470,2492,2056,2246,2528,2276,2620,2792,2474,2682,2348,2768,2440,2703,2040,2826,2132,2756,2204,2578",1,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
9,9,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2175,2233,2324,2356,2704,2450,2466,2372,2032,2120,2504,2784,2196,2705,2312,2480,2254,2384,2258,2124,2428,2540,2818,2191,2484,2170,2638,2642,2608,2020,2710,2392,2352,2036,2764,2178,2203,2266,2788,2686,2208,2300,2752,2834,2360,2214,2724,2380,2076,2442,2250,2663,2840,2116,2376,2012,2702,2616,2008,2100,2470,2492,2056,2246,2528,2276,2620,2792,2474,2682,2348,2768,2440,2703,2040,2826,2132,2756,2204,2578",2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4
10,10,Speak,AR00705977088842137601,"Speakeasy Labs, Inc",United States,IN,CR01428209546567876609,https://adstransparency.google.com/advertiser/AR00705977088842137601/creative/CR01428209546567876609?region=IN,YouTubeVideo,2026-01-13,"2175,2233,2324,2356,2704,2450,2466,2372,2032,2120,2504,2784,2196,2705,2312,2480,2254,2384,2258,2124,2428,2540,2818,2191,2484,2170,2638,2642,2608,2020,2710,2392,2352,2036,2764,2178,2203,2266,2788,2686,2208,2300,2752,2834,2360,2214,2724,2380,2076,2442,2250,2663,2840,2116,2376,2012,2702,2616,2008,2100,2470,2492,2056,2246,2528,2276,2620,2792,2474,2682,2348,2768,2440,2703,2040,2826,2132,2756,2204,2578",3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4
