pipeline,competitor,page_id,ad_id,scrape_date,page_rank,row_rank,present,page_rank_delta,days_since_prev_obs
google,praktika-ai,AR10065453821808607233,CR00035075571977289729,2026-06-03,1,1,true,,
google,praktika-ai,AR10065453821808607233,CR00914879719684440065,2026-06-03,2,4,true,,
google,praktika-ai,AR10065453821808607233,CR01084621637585731585,2026-06-03,3,9,true,,
google,praktika-ai,AR10065453821808607233,CR01084621637585731585,2026-06-05,1,9,true,2,2
google,praktika-ai,AR10065453821808607233,CR01496360403993624577,2026-06-03,4,11,true,,
google,praktika-ai,AR10065453821808607233,CR01853694192597860353,2026-06-03,5,14,true,,
google,praktika-ai,AR10065453821808607233,CR02356181271463329793,2026-06-03,6,18,true,,
google,praktika-ai,AR10065453821808607233,CR02534039827150536705,2026-06-03,7,21,true,,
google,praktika-ai,AR10065453821808607233,CR02534039827150536705,2026-06-05,2,21,true,5,2
google,praktika-ai,AR10065453821808607233,CR03679656245221916673,2026-06-03,8,24,true,,
google,praktika-ai,AR10065453821808607233,CR04661116814216921089,2026-06-03,9,28,true,,
google,praktika-ai,AR10065453821808607233,CR05936792976679239681,2026-06-03,10,33,true,,
google,praktika-ai,AR10065453821808607233,CR06074318147324739585,2026-06-03,11,37,true,,
google,praktika-ai,AR10065453821808607233,CR06074318147324739585,2026-06-05,3,37,true,8,2
google,praktika-ai,AR10065453821808607233,CR07555390752667205633,2026-06-03,12,39,true,,
google,praktika-ai,AR10065453821808607233,CR07779640298090528769,2026-06-03,13,42,true,,
google,praktika-ai,AR10065453821808607233,CR07779640298090528769,2026-06-05,4,42,true,9,2
google,praktika-ai,AR10065453821808607233,CR10089534500846436353,2026-06-03,14,43,true,,
google,praktika-ai,AR10065453821808607233,CR10416099556058988545,2026-06-03,15,46,true,,
google,praktika-ai,AR10065453821808607233,CR12359054043924922369,2026-06-03,16,50,true,,
google,praktika-ai,AR10065453821808607233,CR12359054043924922369,2026-06-05,5,50,true,11,2
google,praktika-ai,AR10065453821808607233,CR12839938236155428865,2026-06-03,17,51,true,,
google,praktika-ai,AR10065453821808607233,CR13970304531028770817,2026-06-03,18,54,true,,
google,praktika-ai,AR10065453821808607233,CR14511376299001380865,2026-06-03,19,58,true,,
google,praktika-ai,AR10065453821808607233,CR14668918654356160513,2026-06-03,20,62,true,,
google,praktika-ai,AR10065453821808607233,CR15375785703371702273,2026-06-03,21,66,true,,
google,praktika-ai,AR10065453821808607233,CR15375785703371702273,2026-06-05,6,66,true,15,2
google,praktika-ai,AR10065453821808607233,CR15511343847715110913,2026-06-03,22,69,true,,
google,praktika-ai,AR10065453821808607233,CR17213842177742864385,2026-06-03,23,73,true,,
google,praktika-ai,AR10065453821808607233,CR17614876717418020865,2026-06-03,24,76,true,,
google,praktika-ai,AR10065453821808607233,CR18127931477415952385,2026-06-03,25,80,true,,
google,praktika-ai,AR10065453821808607233,CR18127931477415952385,2026-06-05,7,80,true,18,2
google,praktika-ai,AR10065453821808607233,CR18133990379190484993,2026-06-03,26,81,true,,
google,praktika-ai,AR10065453821808607233,CR18133990379190484993,2026-06-05,8,81,true,18,2
