pipeline,competitor,page_id,page_name,ad_id,media_type,language,presenter_type,device_format,production_type,script_group_id,replication_type,variant_role,first_seen,last_seen,times_seen,weeks_seen,ad_start_date,run_days,run_days_is_lower_bound,best_page_rank,worst_page_rank,median_page_rank,current_page_rank,present_latest,is_retired,page_count,frac_top_25,rank_gate,top25_gate,low_impression_ever,verdict,verdict_confidence
google,busuu,AR10122694483049971713,Busuu Limited,CR00101879854076526593,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,1,1,1,1,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR01799058325942304769,YouTubeVideo,,,,,,,,2026-06-03,2026-06-03,1,1,,0,True,2,2,2,2,False,True,44,1.0,True,True,False,loser,low
google,busuu,AR10122694483049971713,Busuu Limited,CR02836618950303809537,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,2,3,2,2,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR03239106211127230465,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,3,4,4,3,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR03579516110598307841,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,4,5,4,4,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR03654745520804462593,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,5,6,6,5,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR03828542025272131585,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,6,7,6,6,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR04190672124114894849,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,7,8,8,7,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR05322909959577403393,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,8,10,9,8,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR04424761448203288577,YouTubeVideo,,,,,,,,2026-06-03,2026-06-03,1,1,,0,True,9,9,9,9,False,True,44,1.0,True,True,False,loser,low
google,busuu,AR10122694483049971713,Busuu Limited,CR05925405034102652929,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,9,11,10,9,True,False,44,1.0,True,True,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR06235048313305956353,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,10,13,12,10,True,False,44,0.0,True,False,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR06721449580006735873,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,11,14,12,11,True,False,44,0.0,False,False,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR06135470613239693313,YouTubeVideo,,,,,,,,2026-06-03,2026-06-03,1,1,,0,True,12,12,12,12,False,True,44,0.0,False,False,False,loser,low
google,busuu,AR10122694483049971713,Busuu Limited,CR07528491286593011713,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,12,16,14,12,True,False,44,0.0,False,False,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR07531383173972754433,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,13,17,15,13,True,False,44,0.0,False,False,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR07564755104222412801,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,14,18,16,14,True,False,44,0.0,False,False,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR06800463028199358465,YouTubeVideo,,,,,,,,2026-06-03,2026-06-03,1,1,,0,True,15,15,15,15,False,True,44,0.0,False,False,False,loser,low
google,busuu,AR10122694483049971713,Busuu Limited,CR07972347809850458113,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,15,19,17,15,True,False,44,0.0,False,False,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR08166446074970505217,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,16,20,18,16,True,False,44,0.0,False,False,False,new,high
google,busuu,AR10122694483049971713,Busuu Limited,CR08341967678822416385,Image,,,,,,,,2026-06-03,2026-06-05,2,1,,2,True,17,21,19,17,True,False,44,0.0,False,False,False,new,high
